page	reference_only	svg_only	reference_only_chars	svg_only_chars	note
86	0	0			-
87	17	449	U+0030:0×2,U+0031:1×2,U+0032:2×1,U+0033:3×2,U+0035:5×1,U+0038:8×1,U+0045:E×1,U+0055:U×1,U+B0B4:\ub0b4×1,U+B2E8:\ub2e8×1,U+B85D:\ub85d×1,U+C9D1:\uc9d1×1,U+D310:\ud310×1,U+D45C:\ud45c×1	U+0027:'×1,U+0028:(×3,U+0029:)×2,U+002C:,×19,U+002E:.×1,U+0042:B×1,U+0043:C×1,U+0048:H×3,U+0049:I×2,U+0056:V×4,U+005B:[×7,U+005D:]×7,U+00B7:\xb7×15,U+AC00:\uac00×9,U+AC04:\uac04×1,U+AC1C:\uac1c×1,U+AC70:\uac70×2,U+AC80:\uac80×3,U+AC8C:\uac8c×2,U+ACAC:\uacac×1,U+ACB0:\uacb0×3,U+ACE0:\uace0×1,U+ACFC:\uacfc×5,U+AD00:\uad00×5,U+AD6C:\uad6c×4,U+AE08:\uae08×1,U+AE30:\uae30×22,U+B098:\ub098×2,U+B0A8:\ub0a8×1,U+B124:\ub124×1,U+B144:\ub144×1,U+B1CC:\ub1cc×1,U+B294:\ub294×4,U+B2A5:\ub2a5×4,U+B2E4:\ub2e4×2,U+B300:\ub300×2,U+B418:\ub418×1,U+B4DC:\ub4dc×1,U+B4DD:\ub4dd×2,U+B514:\ub514×1,U+B610:\ub610×1,U+B77D:\ub77d×1,U+B7EC:\ub7ec×1,U+B825:\ub825×4,U+B828:\ub828×4,U+B839:\ub839×1,U+B860:\ub860×1,U+B8CC:\ub8cc×13,U+B97C:\ub97c×2,U+B9CC:\ub9cc×1,U+B9DD:\ub9dd×2,U+B9E4:\ub9e4×2,U+BAA9:\ubaa9×1,U+BAB8:\ubab8×1,U+BB34:\ubb34×1,U+BB3C:\ubb3c×1,U+BBF8:\ubbf8×2,U+BC18:\ubc18×1,U+BC1C:\ubc1c×1,U+BC30:\ubc30×1,U+BC95:\ubc95×3,U+BCC0:\ubcc0×2,U+BCC4:\ubcc4×1,U+BCD1:\ubcd1×9,U+BCF4:\ubcf4×3,U+BCF8:\ubcf8×1,U+BD80:\ubd80×4,U+BD84:\ubd84×2,U+C0AC:\uc0ac×7,U+C0C1:\uc0c1×8,U+C0DD:\uc0dd×2,U+C11D:\uc11d×1,U+C124:\uc124×1,U+C131:\uc131×8,U+C138:\uc138×1,U+C158:\uc158×1,U+C18C:\uc18c×1,U+C218:\uc218×3,U+C220:\uc220×1,U+C2DC:\uc2dc×4,U+C2DD:\uc2dd×2,U+C2E4:\uc2e4×2,U+C2EC:\uc2ec×1,U+C545:\uc545×1,U+C54A:\uc54a×1,U+C554:\uc554×1,U+C561:\uc561×1,U+C57D:\uc57d×1,U+C591:\uc591×1,U+C5D0:\uc5d0×6,U+C5EC:\uc5ec×2,U+C5F0:\uc5f0×2,U+C5FC:\uc5fc×4,U+C601:\uc601×3,U+C608:\uc608×2,U+C640:\uc640×1,U+C694:\uc694×6,U+C6D0:\uc6d0×1,U+C6D4:\uc6d4×1,U+C704:\uc704×5,U+C720:\uc720×1,U+C721:\uc721×1,U+C744:\uc744×3,U+C758:\uc758×8,U+C774:\uc774×3,U+C778:\uc778×3,U+C77C:\uc77c×3,U+C784:\uc784×2,U+C788:\uc788×1,U+C790:\uc790×18,U+C791:\uc791×1,U+C7A0:\uc7a0×1,U+C7A5:\uc7a5×7,U+C7AC:\uc7ac×2,U+C801:\uc801×8,U+C804:\uc804×4,U+C808:\uc808×1,U+C815:\uc815×2,U+C81C:\uc81c×2,U+C885:\uc885×1,U+C99D:\uc99d×9,U+C9C0:\uc9c0×2,U+C9C4:\uc9c4×1,U+C9C8:\uc9c8×4,U+CCB4:\uccb4×2,U+CD5C:\ucd5c×1,U+CD94:\ucd94×1,U+CE21:\uce21×1,U+CE58:\uce58×4,U+CE60:\uce60×1,U+CE6D:\uce6d×1,U+CF54:\ucf54×1,U+D0A4:\ud0a4×1,U+D0C0:\ud0c0×1,U+D0DC:\ud0dc×2,U+D130:\ud130×1,U+D2B9:\ud2b9×1,U+D3C9:\ud3c9×7,U+D3EC:\ud3ec×1,U+D544:\ud544×3,U+D559:\ud559×3,U+D55C:\ud55c×9,U+D560:\ud560×1,U+D568:\ud568×2,U+D569:\ud569×3,U+D56D:\ud56d×1,U+D574:\ud574×3,U+D589:\ud589×1,U+D5A5:\ud5a5×2,U+D5D8:\ud5d8×3,U+D604:\ud604×1,U+D608:\ud608×2,U+D615:\ud615×2,U+D68C:\ud68c×1	-
88	44	5	U+0027:'×1,U+002C:,×1,U+002E:.×1,U+ACB0:\uacb0×2,U+ACE0:\uace0×1,U+ACFC:\uacfc×3,U+B294:\ub294×1,U+B2E4:\ub2e4×2,U+B418:\ub418×1,U+B860:\ub860×1,U+B97C:\ub97c×1,U+BAA9:\ubaa9×1,U+BC95:\ubc95×1,U+C0C1:\uc0c1×1,U+C131:\uc131×2,U+C218:\uc218×1,U+C220:\uc220×1,U+C2DC:\uc2dc×1,U+C57C:\uc57c×1,U+C5B4:\uc5b4×1,U+C5EC:\uc5ec×1,U+C608:\uc608×1,U+C744:\uc744×1,U+C758:\uc758×1,U+C791:\uc791×1,U+C801:\uc801×1,U+C81C:\uc81c×1,U+D3EC:\ud3ec×1,U+D558:\ud558×1,U+D55C:\ud55c×1,U+D568:\ud568×2,U+D569:\ud569×1,U+E034:\ue034×1,U+E03D:\ue03d×2,U+E044:\ue044×1,U+E045:\ue045×1,U+E06D:\ue06d×1	U+0028:(×1,U+0029:)×1,U+0030:0×2,U+0031:1×1	-
89	0	0			-
90	61	0	U+0029:)×1,U+002E:.×1,U+0031:1×1,U+0032:2×2,U+0034:4×1,U+0037:7×1,U+0045:E×1,U+0055:U×1,U+AC00:\uac00×4,U+ACC4:\uacc4×1,U+AD00:\uad00×1,U+AD6D:\uad6d×1,U+ADDC:\uaddc×1,U+AE30:\uae30×2,U+B144:\ub144×1,U+B2A5:\ub2a5×3,U+B300:\ub300×1,U+B418:\ub418×2,U+B9CC:\ub9cc×3,U+BA85:\uba85×2,U+BBF8:\ubbf8×1,U+C0C1:\uc0c1×1,U+C0DD:\uc0dd×1,U+C131:\uc131×1,U+C2DC:\uc2dc×2,U+C2DD:\uc2dd×1,U+C54A:\uc54a×2,U+C640:\uc640×1,U+C6A9:\uc6a9×1,U+C74C:\uc74c×2,U+C774:\uc774×1,U+C790:\uc790×2,U+C7A5:\uc7a5×1,U+C815:\uc815×1,U+C81C:\uc81c×2,U+C874:\uc874×1,U+C99D:\uc99d×1,U+C9C0:\uc9c0×2,U+CC99:\ucc99×1,U+CE5C:\uce5c×1,U+D45C:\ud45c×1,U+D5C8:\ud5c8×1,U+D615:\ud615×2		-
91	10	54	U+0038:8×1,U+AC1C:\uac1c×1,U+ACFC:\uacfc×1,U+B178:\ub178×1,U+B7FD:\ub7fd×1,U+B974:\ub974×1,U+BD84:\ubd84×1,U+C11D:\uc11d×1,U+C6E8:\uc6e8×1,U+C720:\uc720×1	U+002E:.×1,U+0037:7×1,U+0045:E×1,U+0055:U×1,U+AC00:\uac00×4,U+ACC4:\uacc4×1,U+AD00:\uad00×1,U+ADDC:\uaddc×1,U+AE30:\uae30×2,U+B144:\ub144×1,U+B2A5:\ub2a5×3,U+B300:\ub300×1,U+B418:\ub418×2,U+B9CC:\ub9cc×3,U+BA85:\uba85×2,U+BBF8:\ubbf8×1,U+C0C1:\uc0c1×1,U+C0DD:\uc0dd×1,U+C131:\uc131×1,U+C2DC:\uc2dc×2,U+C2DD:\uc2dd×1,U+C54A:\uc54a×2,U+C640:\uc640×1,U+C6A9:\uc6a9×1,U+C74C:\uc74c×2,U+C790:\uc790×2,U+C7A5:\uc7a5×1,U+C815:\uc815×1,U+C81C:\uc81c×2,U+C874:\uc874×1,U+C99D:\uc99d×1,U+C9C0:\uc9c0×2,U+CC99:\ucc99×1,U+CE5C:\uce5c×1,U+D45C:\ud45c×1,U+D5C8:\ud5c8×1,U+D615:\ud615×2	-
92	0	0			-
93	0	0			-
94	0	534		U+0028:(×12,U+0029:)×12,U+002C:,×12,U+002D:-×1,U+002E:.×6,U+002F:/×1,U+0031:1×2,U+0038:8×1,U+0044:D×5,U+0045:E×1,U+0049:I×2,U+004C:L×1,U+0055:U×2,U+0061:a×8,U+0063:c×4,U+0064:d×6,U+0065:e×9,U+0066:f×1,U+0067:g×2,U+0068:h×1,U+0069:i×12,U+006C:l×1,U+006D:m×1,U+006E:n×11,U+006F:o×10,U+0070:p×6,U+0072:r×6,U+0073:s×1,U+0074:t×5,U+0078:x×1,U+00B7:\xb7×9,U+2018:\u2018×2,U+2019:\u2019×2,U+6709:\u6709×1,U+7121:\u7121×1,U+AC00:\uac00×9,U+AC04:\uac04×4,U+AC10:\uac10×5,U+AC1C:\uac1c×2,U+AC8C:\uac8c×4,U+ACBD:\uacbd×2,U+ACC4:\uacc4×2,U+ACE0:\uace0×2,U+ACFC:\uacfc×1,U+AD00:\uad00×9,U+AD50:\uad50×4,U+AD6C:\uad6c×2,U+ADF8:\uadf8×1,U+AE30:\uae30×19,U+AE4C:\uae4c×1,U+B098:\ub098×2,U+B0B8:\ub0b8×1,U+B140:\ub140×2,U+B178:\ub178×2,U+B294:\ub294×4,U+B2A5:\ub2a5×2,U+B2E4:\ub2e4×2,U+B2E8:\ub2e8×1,U+B300:\ub300×8,U+B3C4:\ub3c4×4,U+B418:\ub418×1,U+B41C:\ub41c×5,U+B450:\ub450×1,U+B54C:\ub54c×1,U+B5A8:\ub5a8×1,U+B610:\ub610×1,U+B7A8:\ub7a8×1,U+B7FC:\ub7fc×1,U+B824:\ub824×1,U+B828:\ub828×8,U+B840:\ub840×1,U+B85C:\ub85c×12,U+B860:\ub860×1,U+B958:\ub958×2,U+B978:\ub978×1,U+B9CC:\ub9cc×1,U+B9E4:\ub9e4×2,U+BA85:\uba85×3,U+BAA8:\ubaa8×1,U+BB34:\ubb34×1,U+BBC0:\ubbc0×1,U+BBF8:\ubbf8×3,U+BC30:\ubc30×1,U+BCF4:\ubcf4×1,U+BCF8:\ubcf8×2,U+BD80:\ubd80×2,U+BD84:\ubd84×3,U+BD88:\ubd88×5,U+BE44:\ube44×1,U+C0AC:\uc0ac×1,U+C0C1:\uc0c1×7,U+C138:\uc138×1,U+C18D:\uc18d×2,U+C218:\uc218×1,U+C2DC:\uc2dc×1,U+C2DD:\uc2dd×8,U+C54A:\uc54a×1,U+C5B4:\uc5b4×1,U+C5B8:\uc5b8×1,U+C5C6:\uc5c6×3,U+C5D0:\uc5d0×9,U+C5EC:\uc5ec×1,U+C5F0:\uc5f0×1,U+C5F4:\uc5f4×1,U+C608:\uc608×6,U+C640:\uc640×1,U+C6B0:\uc6b0×3,U+C720:\uc720×7,U+C73C:\uc73c×11,U+C740:\uc740×1,U+C744:\uc744×2,U+C758:\uc758×8,U+C774:\uc774×11,U+C775:\uc775×1,U+C778:\uc778×6,U+C788:\uc788×2,U+C790:\uc790×19,U+C801:\uc801×11,U+C804:\uc804×5,U+C811:\uc811×5,U+C815:\uc815×13,U+C81C:\uc81c×2,U+C838:\uc838×1,U+C99D:\uc99d×17,U+C9C0:\uc9c0×9,U+C9C1:\uc9c1×1,U+C9C4:\uc9c4×1,U+CC3E:\ucc3e×1,U+CC98:\ucc98×1,U+CD94:\ucd94×1,U+CE5C:\uce5c×1,U+D1B5:\ud1b5×1,U+D2B9:\ud2b9×5,U+D504:\ud504×1,U+D558:\ud558×2,U+D55C:\ud55c×5,U+D560:\ud560×1,U+D569:\ud569×2,U+D574:\ud574×1,U+D589:\ud589×1,U+D615:\ud615×4,U+D63C:\ud63c×2,U+D655:\ud655×1,U+D658:\ud658×4	-
95	116	0	U+0029:)×1,U+002E:.×3,U+002F:/×9,U+0031:1×1,U+0034:4×1,U+0037:7×1,U+003A::×1,U+005F:_×6,U+0061:a×5,U+0062:b×2,U+0063:c×2,U+0064:d×5,U+0065:e×11,U+0066:f×2,U+0067:g×2,U+0068:h×5,U+0069:i×7,U+006B:k×1,U+006C:l×6,U+006E:n×6,U+006F:o×10,U+0070:p×3,U+0072:r×2,U+0073:s×9,U+0074:t×8,U+0075:u×4,U+0076:v×1,U+0078:x×1,U+0079:y×1		-
96	0	0			-
97	0	0			-
98	0	2		U+200B:\u200b×2	-
99	0	0			-
100	0	0			-
101	0	0			-
102	0	0			-
103	0	0			-
104	0	0			-
105	0	0			-
106	0	106		U+0028:(×2,U+0029:)×2,U+002C:,×1,U+003A::×1,U+0041:A×2,U+0044:D×1,U+0048:H×1,U+004C:L×1,U+0054:T×2,U+AC8C:\uac8c×1,U+ACA9:\uaca9×1,U+ACB0:\uacb0×2,U+ACC4:\uacc4×3,U+AD00:\uad00×3,U+AD6C:\uad6c×3,U+AD6D:\uad6d×1,U+AE30:\uae30×7,U+B0B4:\ub0b4×1,U+B110:\ub110×1,U+B193:\ub193×1,U+B294:\ub294×3,U+B41C:\ub41c×1,U+B5A0:\ub5a0×2,U+B78C:\ub78c×1,U+B85C:\ub85c×1,U+BC95:\ubc95×1,U+C0AC:\uc0ac×1,U+C11C:\uc11c×1,U+C131:\uc131×1,U+C18D:\uc18d×1,U+C54C:\uc54c×1,U+C5B4:\uc5b4×2,U+C5C6:\uc5c6×3,U+C5D0:\uc5d0×1,U+C5EC:\uc5ec×1,U+C608:\uc608×1,U+C678:\uc678×2,U+C6D0:\uc6d0×1,U+C720:\uc720×1,U+C758:\uc758×2,U+C774:\uc774×5,U+C778:\uc778×1,U+C790:\uc790×4,U+C801:\uc801×4,U+C804:\uc804×1,U+C815:\uc815×4,U+C874:\uc874×2,U+C911:\uc911×1,U+C99D:\uc99d×5,U+C9C0:\uc9c0×2,U+CE5C:\uce5c×2,U+CEA0:\ucea0×1,U+D0C0:\ud0c0×2,U+D328:\ud328×1,U+D398:\ud398×1,U+D55C:\ud55c×2,U+D568:\ud568×1,U+D574:\ud574×2	-
107	67	75	U+0028:(×2,U+0029:)×2,U+002C:,×1,U+003A::×1,U+0044:D×1,U+004C:L×1,U+ACA9:\uaca9×1,U+ACC4:\uacc4×3,U+AD00:\uad00×2,U+AD6C:\uad6c×1,U+AD6D:\uad6d×1,U+AE30:\uae30×5,U+B110:\ub110×1,U+B193:\ub193×1,U+B41C:\ub41c×1,U+B5A0:\ub5a0×2,U+B78C:\ub78c×1,U+BC95:\ubc95×1,U+C0AC:\uc0ac×1,U+C11C:\uc11c×1,U+C131:\uc131×1,U+C18D:\uc18d×1,U+C54C:\uc54c×1,U+C5B4:\uc5b4×2,U+C5C6:\uc5c6×3,U+C5EC:\uc5ec×1,U+C608:\uc608×1,U+C678:\uc678×2,U+C6D0:\uc6d0×1,U+C720:\uc720×1,U+C774:\uc774×5,U+C790:\uc790×3,U+C874:\uc874×2,U+C911:\uc911×1,U+C99D:\uc99d×3,U+C9C0:\uc9c0×1,U+CE5C:\uce5c×2,U+CEA0:\ucea0×1,U+D0C0:\ud0c0×2,U+D328:\ud328×1,U+D398:\ud398×1,U+D574:\ud574×1	U+002E:.×3,U+0030:0×1,U+0031:1×1,U+0032:2×2,U+0048:H×1,U+300C:\u300c×1,U+300D:\u300d×1,U+AC00:\uac00×2,U+ACB0:\uacb0×1,U+ACE0:\uace0×1,U+ACF5:\uacf5×1,U+ACFC:\uacfc×2,U+ADDC:\uaddc×1,U+B2E4:\ub2e4×1,U+B2F9:\ub2f9×1,U+B3C4:\ub3c4×2,U+B530:\ub530×1,U+B610:\ub610×1,U+B77C:\ub77c×1,U+B824:\ub824×1,U+B85C:\ub85c×2,U+B85D:\ub85d×2,U+B8B0:\ub8b0×1,U+B97C:\ub97c×2,U+BCF4:\ubcf4×2,U+BD84:\ubd84×1,U+C548:\uc548×1,U+C57C:\uc57c×1,U+C5D0:\uc5d0×3,U+C600:\uc600×1,U+C73C:\uc73c×3,U+C740:\uc740×1,U+C744:\uc744×1,U+C74C:\uc74c×2,U+C758:\uc758×4,U+C784:\uc784×1,U+C788:\uc788×1,U+C7A5:\uc7a5×1,U+C815:\uc815×1,U+C81C:\uc81c×1,U+C8FC:\uc8fc×3,U+C9C8:\uc9c8×1,U+CC45:\ucc45×1,U+CCB4:\uccb4×1,U+CE58:\uce58×3,U+D558:\ud558×5,U+D559:\ud559×1,U+D560:\ud560×1,U+D569:\ud569×1	-
108	78	58	U+002E:.×2,U+0031:1×1,U+0032:2×2,U+0041:A×2,U+0048:H×2,U+0054:T×2,U+300C:\u300c×1,U+300D:\u300d×1,U+AC00:\uac00×2,U+AC8C:\uac8c×1,U+ACB0:\uacb0×3,U+ACF5:\uacf5×1,U+ACFC:\uacfc×2,U+AD6C:\uad6c×2,U+ADDC:\uaddc×1,U+B294:\ub294×2,U+B2F9:\ub2f9×1,U+B3C4:\ub3c4×1,U+B530:\ub530×1,U+B610:\ub610×1,U+B77C:\ub77c×1,U+B824:\ub824×1,U+B85C:\ub85c×3,U+B85D:\ub85d×2,U+BCF4:\ubcf4×2,U+BD84:\ubd84×1,U+C548:\uc548×1,U+C5D0:\uc5d0×1,U+C600:\uc600×1,U+C73C:\uc73c×3,U+C758:\uc758×2,U+C778:\uc778×1,U+C784:\uc784×1,U+C788:\uc788×1,U+C7A5:\uc7a5×1,U+C801:\uc801×3,U+C815:\uc815×5,U+C81C:\uc81c×1,U+C8FC:\uc8fc×3,U+C9C0:\uc9c0×1,U+C9C8:\uc9c8×1,U+CC45:\ucc45×1,U+CCB4:\uccb4×1,U+CE58:\uce58×3,U+D558:\ud558×3,U+D559:\ud559×1,U+D560:\ud560×1,U+D569:\ud569×1	U+0028:(×1,U+0029:)×1,U+002D:-×1,U+0037:7×1,U+0043:C×1,U+0046:F×1,U+0064:d×1,U+0065:e×1,U+006F:o×1,U+AC16:\uac16×1,U+AE30:\uae30×2,U+B098:\ub098×1,U+B300:\ub300×1,U+B358:\ub358×1,U+B420:\ub420×1,U+B5A0:\ub5a0×1,U+B8CC:\ub8cc×1,U+B9AC:\ub9ac×1,U+BBF8:\ubbf8×1,U+C0AC:\uc0ac×2,U+C0C1:\uc0c1×3,U+C11C:\uc11c×2,U+C131:\uc131×1,U+C218:\uc218×1,U+C2DD:\uc2dd×2,U+C54C:\uc54c×1,U+C558:\uc558×1,U+C57C:\uc57c×1,U+C5B4:\uc5b4×2,U+C5C6:\uc5c6×1,U+C5ED:\uc5ed×1,U+C640:\uc640×1,U+C655:\uc655×1,U+C6A9:\uc6a9×2,U+C744:\uc744×1,U+C774:\uc774×3,U+C790:\uc790×3,U+C791:\uc791×1,U+CD94:\ucd94×1,U+D1B5:\ud1b5×1,U+D300:\ud300×1,U+D55C:\ud55c×1,U+D568:\ud568×1,U+D56D:\ud56d×1,U+D574:\ud574×1,U+D669:\ud669×1	-
109	27	251	U+0030:0×1,U+0037:7×1,U+0046:F×1,U+006F:o×1,U+B0B4:\ub0b4×1,U+B358:\ub358×1,U+B3C4:\ub3c4×1,U+B420:\ub420×1,U+B5A0:\ub5a0×1,U+B9AC:\ub9ac×1,U+BBF8:\ubbf8×1,U+C0AC:\uc0ac×1,U+C0C1:\uc0c1×2,U+C2DD:\uc2dd×2,U+C54C:\uc54c×1,U+C558:\uc558×1,U+C640:\uc640×1,U+C655:\uc655×1,U+C6A9:\uc6a9×2,U+C791:\uc791×1,U+C804:\uc804×1,U+D300:\ud300×1,U+D56D:\ud56d×1,U+D669:\ud669×1	U+0028:(×2,U+0029:)×2,U+002C:,×1,U+002D:-×1,U+002E:.×6,U+0033:3×1,U+0034:4×2,U+0035:5×1,U+0041:A×2,U+0042:B×1,U+0044:D×3,U+0047:G×1,U+0048:H×1,U+004C:L×2,U+0053:S×1,U+0054:T×2,U+0061:a×1,U+0063:c×3,U+0065:e×1,U+0068:h×1,U+0069:i×1,U+006B:k×1,U+006E:n×1,U+0075:u×1,U+AC00:\uac00×15,U+AC16:\uac16×1,U+AC1C:\uac1c×1,U+AC70:\uac70×1,U+AC83:\uac83×1,U+ACA8:\uaca8×1,U+ACA9:\uaca9×2,U+ACBD:\uacbd×2,U+ACE0:\uace0×5,U+ACF5:\uacf5×1,U+AD00:\uad00×1,U+AD8C:\uad8c×1,U+ADFC:\uadfc×1,U+AE09:\uae09×1,U+AE30:\uae30×1,U+B0A8:\ub0a8×1,U+B124:\ub124×1,U+B193:\ub193×1,U+B294:\ub294×5,U+B2A5:\ub2a5×1,U+B2E8:\ub2e8×1,U+B2F4:\ub2f4×1,U+B300:\ub300×1,U+B3C5:\ub3c5×7,U+B3D9:\ub3d9×1,U+B418:\ub418×2,U+B41C:\ub41c×1,U+B428:\ub428×2,U+B4E4:\ub4e4×3,U+B514:\ub514×1,U+B54C:\ub54c×1,U+B77D:\ub77d×1,U+B78C:\ub78c×1,U+B825:\ub825×1,U+B828:\ub828×1,U+B85C:\ub85c×2,U+B85D:\ub85d×2,U+B97C:\ub97c×1,U+B9BD:\ub9bd×7,U+B9CC:\ub9cc×1,U+BA70:\uba70×2,U+BC1B:\ubc1b×2,U+BC1C:\ubc1c×1,U+BC94:\ubc94×1,U+BCF4:\ubcf4×1,U+BD80:\ubd80×1,U+BDF0:\ubdf0×1,U+C0DD:\uc0dd×1,U+C11C:\uc11c×2,U+C2E0:\uc2e0×2,U+C2F6:\uc2f6×1,U+C544:\uc544×3,U+C54A:\uc54a×2,U+C57C:\uc57c×2,U+C5B4:\uc5b4×1,U+C5C6:\uc5c6×1,U+C5D0:\uc5d0×4,U+C5EC:\uc5ec×3,U+C5F0:\uc5f0×1,U+C694:\uc694×2,U+C704:\uc704×1,U+C720:\uc720×1,U+C73C:\uc73c×3,U+C740:\uc740×3,U+C744:\uc744×3,U+C758:\uc758×8,U+C774:\uc774×2,U+C778:\uc778×4,U+C784:\uc784×2,U+C788:\uc788×5,U+C790:\uc790×4,U+C7A5:\uc7a5×1,U+C801:\uc801×10,U+C811:\uc811×1,U+C81C:\uc81c×1,U+C838:\uc838×2,U+C874:\uc874×1,U+C8C4:\uc8c4×1,U+C99D:\uc99d×2,U+C9C0:\uc9c0×3,U+C9D0:\uc9d0×1,U+CC30:\ucc30×1,U+CC45:\ucc45×1,U+CCAD:\uccad×2,U+CD94:\ucd94×1,U+CD9C:\ucd9c×1,U+CE58:\uce58×1,U+CE5C:\uce5c×1,U+CF54:\ucf54×1,U+D130:\ud130×2,U+D310:\ud310×1,U+D3C9:\ud3c9×8,U+D544:\ud544×2,U+D558:\ud558×3,U+D559:\ud559×2,U+D55C:\ud55c×1,U+D560:\ud560×3,U+D5D8:\ud5d8×2,U+D6C4:\ud6c4×3,U+D6C8:\ud6c8×1	-
110	318	0	U+0028:(×3,U+0029:)×3,U+002C:,×1,U+002D:-×2,U+002E:.×7,U+0033:3×1,U+0034:4×2,U+0035:5×1,U+0041:A×2,U+0042:B×1,U+0043:C×1,U+0044:D×3,U+0047:G×1,U+0048:H×1,U+004C:L×2,U+0053:S×1,U+0054:T×2,U+0061:a×1,U+0063:c×3,U+0064:d×1,U+0065:e×2,U+0068:h×1,U+0069:i×1,U+006B:k×1,U+006E:n×1,U+0075:u×1,U+AC00:\uac00×15,U+AC16:\uac16×2,U+AC1C:\uac1c×1,U+AC70:\uac70×1,U+AC83:\uac83×1,U+ACA8:\uaca8×1,U+ACA9:\uaca9×2,U+ACBD:\uacbd×2,U+ACE0:\uace0×6,U+ACF5:\uacf5×1,U+AD00:\uad00×2,U+AD8C:\uad8c×1,U+ADFC:\uadfc×1,U+AE09:\uae09×1,U+AE30:\uae30×5,U+B098:\ub098×1,U+B0A8:\ub0a8×1,U+B124:\ub124×1,U+B193:\ub193×1,U+B294:\ub294×6,U+B2A5:\ub2a5×1,U+B2E4:\ub2e4×1,U+B2E8:\ub2e8×1,U+B2F4:\ub2f4×1,U+B300:\ub300×2,U+B3C5:\ub3c5×7,U+B3D9:\ub3d9×1,U+B418:\ub418×2,U+B41C:\ub41c×1,U+B428:\ub428×2,U+B4E4:\ub4e4×3,U+B514:\ub514×1,U+B54C:\ub54c×1,U+B77D:\ub77d×1,U+B78C:\ub78c×1,U+B825:\ub825×1,U+B828:\ub828×1,U+B85C:\ub85c×2,U+B85D:\ub85d×2,U+B8B0:\ub8b0×1,U+B8CC:\ub8cc×1,U+B97C:\ub97c×3,U+B9BD:\ub9bd×7,U+B9CC:\ub9cc×1,U+BA70:\uba70×2,U+BC1B:\ubc1b×2,U+BC1C:\ubc1c×1,U+BC94:\ubc94×1,U+BCF4:\ubcf4×1,U+BD80:\ubd80×1,U+BDF0:\ubdf0×1,U+C0AC:\uc0ac×1,U+C0C1:\uc0c1×1,U+C0DD:\uc0dd×1,U+C11C:\uc11c×4,U+C131:\uc131×1,U+C218:\uc218×1,U+C2E0:\uc2e0×2,U+C2F6:\uc2f6×1,U+C544:\uc544×3,U+C54A:\uc54a×2,U+C57C:\uc57c×4,U+C5B4:\uc5b4×3,U+C5C6:\uc5c6×2,U+C5D0:\uc5d0×7,U+C5EC:\uc5ec×3,U+C5ED:\uc5ed×1,U+C5F0:\uc5f0×1,U+C694:\uc694×2,U+C704:\uc704×1,U+C720:\uc720×1,U+C73C:\uc73c×3,U+C740:\uc740×4,U+C744:\uc744×5,U+C74C:\uc74c×2,U+C758:\uc758×12,U+C774:\uc774×5,U+C778:\uc778×4,U+C784:\uc784×2,U+C788:\uc788×5,U+C790:\uc790×8,U+C7A5:\uc7a5×1,U+C801:\uc801×11,U+C811:\uc811×1,U+C81C:\uc81c×1,U+C838:\uc838×2,U+C874:\uc874×1,U+C8C4:\uc8c4×1,U+C99D:\uc99d×4,U+C9C0:\uc9c0×3,U+C9D0:\uc9d0×1,U+CC30:\ucc30×1,U+CC45:\ucc45×1,U+CCAD:\uccad×2,U+CD94:\ucd94×2,U+CD9C:\ucd9c×1,U+CE58:\uce58×1,U+CE5C:\uce5c×1,U+CF54:\ucf54×1,U+D130:\ud130×2,U+D1B5:\ud1b5×1,U+D310:\ud310×1,U+D3C9:\ud3c9×8,U+D544:\ud544×2,U+D558:\ud558×5,U+D559:\ud559×2,U+D55C:\ud55c×4,U+D560:\ud560×3,U+D568:\ud568×2,U+D574:\ud574×2,U+D5D8:\ud5d8×2,U+D6C4:\ud6c4×3,U+D6C8:\ud6c8×1		-
111	0	0			-
112	0	0			-
113	0	0			-
114	0	0			-
115	0	0			-
116	0	0			-
117	16	8	U+0061:a×1,U+0065:e×7,U+0300:\u0300×2,U+0301:\u0301×6	U+00E0:\xe0×1,U+00E8:\xe8×1,U+00E9:\xe9×6	-
