sample	status	pages	pairs	overprint	crush	rate	worst_adv_em	worst_page
156611387_240118_(공동)후쿠시마 오염수 방류 관련 일일브리핑 보도참고자료.hwp	OK	6	1658	0	0	0.0	0.89	3
1351000-201400134_D0150014-1-001_v7. 8월 진도보고자료(최종본).hwp	OK	15	1986	0	0	0.0	0.802	14
36476700_결재문서본문.hwpx	OK	1	159	0	0	0.0	0.791	1
156532903_221027_2022년_청소년_비즈쿨_축제(페스티벌)_개최(창업촉진과).hwpx	OK	5	1854	0	0	0.0	0.797	4
14185799_액화석유가스사업의 세부 허가기준(제3조 관련)(서울특별시 서초구 액화석유가스사업의 허가기준에 관한 조례).hwp	OK	1	338	0	0	0.0	0.84	1
20665047_별지 제4호서식. 양주시 장애인 이동용 보조기기 수리내역서(양주시 장애인 이동용 보조기기 수리 지원 조례).hwp	OK	1	95	0	0	0.0	0.844	1
1430000-200700022_D0150004-1-001_의료방법정책연구용역_표지(정면, 측면인쇄글).hwp	OK	1	28	0	0	0.0	1.0	1
3224489_[별지 9] 저작물 이용허락 신청서(국립국악원 자료관리규정).hwp	OK	1	327	0	0	0.0	0.86	1
1420000-200700010_D0150015-1-001_연구진행 점검결과서.hwp	OK	1	177	0	0	0.0	0.912	1
3044193_[별지 1] 민원조정위원회 심의안건 상정 요구서(전남지방우정청 민원조정위원회 운영 등에 관한 규정).hwp	OK	1	133	0	0	0.0	0.97	1
156672435_250131(설명) 공항 방위각 시설 높이 정보 제공 관련 (항행위성정책과).hwpx	OK	1	301	0	0	0.0	0.97	1
156734563_(식량정책관실-식량정책과) 한국쌀 만나보고 가세요! 김포공항 내 홍보관 운영 보도자료(12.12. 조간).hwp	OK	11	1470	0	0	0.0	0.74	2
1480000-201100179_D0150010-1-000_정책연구과제_신청서[수은모델].hwp	OK	1	172	0	0	0.0	0.922	1
148726703_sjcu1112.hwp	OK	87	13435	0	0	0.0	0.72	12
18568161_[별지 제2호서식] 정책실명제 중점관리 대상사업 현황 목록(연천군 정책실명제 운영 조례).hwp	OK	1	106	0	0	0.0	1.0	1
2912735_[서식 2] (위ㆍ변조된 등록사항별 증명서 등 발견보고 및 표창 등에 관한 사무처리지침).hwp	OK	1	341	0	0	0.0	1.0	1
17623915_[별지 제37호의2서식] 심리재활서비스 지원 신청서(보훈보상대상자 지원에 관한 법률 시행규칙).hwp	OK	1	279	0	0	0.0	0.961	1
1371000-202400080_D0150011-2-000_정책연구 심의소위원회 개최 계획안.hwp	OK	5	1519	0	0	0.0	0.91	2
36456809_결재문서본문.hwpx	OK	2	301	0	0	0.0	0.89	1
21013263_별지 제1호 및 제2호서식(울산광역시 울주군 무연고자 등에 대한 공영장례 및 유품정리 지원 조례).hwp	OK	2	421	0	0	0.0	0.873	1
81020_(조문별 제개정 이유서) 국세청과 그 소속기관 직제 시행규칙 일부개정령(안).hwpx	OK	3	866	0	0	0.0	0.76	2
36353751_결재문서본문.hwpx	OK	2	710	0	0	0.0	0.9	2
44523_05._정부전자문서유통_표준-게시.hwp	OK	57	11971	0	2	0.00017	0.64	55
156689410_0516(17조간)자원안보정책과, 보이지 않는 공격, 멈추지 않는 대비.hwpx	OK	2	813	0	0	0.0	0.93	1
156583507_23.7월 소비자물가 동향 보도자료.hwpx	OK	3	1172	0	0	0.0	0.838	2
43648_조문별개정이유서(환경친화적 산업구조로의 전환촉진에 관한 법률).hwp	OK	4	878	0	0	0.0	0.88	2
18900285_[별표2] 서울특별시 강남구 청소년시설 이용료 상한 및 감면기준(전부개정 2024.12.20.)(서울특별시 강남구 청소년시설 설치 및 운영에 관한 조례).hwpx	OK	3	689	0	0	0.0	0.762	2
156604850_(보도자료) 합판 보드 산업 탄소중립 실현을 준비하다.hwpx	OK	1	564	0	0	0.0	0.931	1
21924219_[별지 제1호서식] 첫돌축하금 지원신청서(서울특별시 관악구 첫돌축하금 지원 조례).hwp	OK	2	402	0	0	0.0	0.821	1
1420000-201000001_D0150010-1-000_091218-(별첨1)정책연구용역 신청서.hwp	OK	1	386	0	0	0.0	0.932	1
156465050_210805 새만금청 신재생에너지 전문인력 양성 교육 강화.hwp	OK	4	825	0	0	0.0	0.805	3
5020000-202500007_D0150018-1-000_정책연구_활용결과_보고서.hwp	NOCMP							
18093827_[별지 제3호서식] 세입 결정액 통지서(구례군 군세 징수 조례 시행규칙).hwp	OK	1	38	0	0	0.0	1.0	1
1804241_[서식 1] 국립수산과학원 재배시험계획(국립수산과학원 재배시험 실시요령).hwp	NOCMP							
3046055_[별지 1의1] 대부업·대부중개업 등록신청서(대부업등 감독규정).hwp	OK	3	2023	0	0	0.0	0.714	1
36493702_결재문서본문.hwpx	OK	4	139	0	0	0.0	0.91	4
19874683_[별지 제3호서식] 옥외광고물 등 안전점검 업무 위탁지정신청서(양평군 옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 조례).hwp	OK	1	3	0	0	0.0	1.5	1
1550000-201100019_D0150005-1-000_111226-평가결과서.hwp	OK	1	334	0	0	0.0	0.904	1
36452666_결재문서본문.hwpx	OK	2	123	0	0	0.0	0.9	2
21720205_별표(지원기준)(포항영일만항 활성화 지원 조례).hwp	OK	1	23	0	0	0.0	1.0	1
156742029_일반검사 인사이동 내역(전입청 기준).hwp	OK	21	4315	0	0	0.0	0.999	2
156739494_13-2_(즉시보도_전매체)농촌진흥청새해첫전국농업기술원장업무협의(지원국).hwpx	OK	3	778	0	0	0.0	0.94	2
18360189_[별지 제2-1호서식] 의령군 지역자율방재단 가입신청서(단체)(의령군 지역자율방재단 운영에 관한 조례).hwp	OK	2	214	0	0	0.0	0.955	1
39783_임용결격공무원등에대한퇴직보상금지급등에관한특례법[1].hwp	OK	4	1896	0	0	0.0	0.92	1
156741760_260128(보도자료) 「ASAP」 출범 후 12주간(’25.10.29~’26.1.21) 총 186.5억원의 보이스피싱 피해를 막아냈습니다..hwp	OK	7	2632	0	0	0.0	0.841	1
156762929_260522 (조간) 코딩 몰라도 도전 공무원 AI 코딩 서바이벌 열린다(공공인공지능혁신과).hwpx	OK	5	984	0	0	0.0	0.88	2
36473451_결재문서본문.hwpx	OK	1	186	0	0	0.0	0.9	1
1262000-202100102_D0150013-1-000_정책연구과제_선정_결과보고서.hwp	NOCMP							
21772291_〔별표 1의2〕선서의 절차 및 방법(이천시 지방공무원 복무 조례).hwp	OK	1	294	0	0	0.0	0.99	1
156680048_(국립농산물품질관리원) 소비자단체  통신판매업계와 협력하여 통신판매 원산지 표시 정착시킨다!  보도자료(3.21. 석간).hwpx	OK	2	817	0	0	0.0	0.94	1
6440000-201400061_D0150004-1-001_2014년 지방공기업 경영평가 종합보고서.hwp	OK	165	60571	0	0	0.0	0.876	145
156262193_180404 조간 (보도) 4월 과학의 달, '국민의 삶과 안전 지킴이 과학기술·ICT'를 만나다.hwp	OK	27	11634	0	1	9e-05	0.641	27
36350620_결재문서본문.hwpx	OK	1	25	0	0	0.0	1.0	1
21182245_[별지 제3호서식] 화재피해분쟁조정 신청서(경기도 화재피해주민 및 화재안심보험 지원에 관한 조례).hwp	OK	1	19	0	0	0.0	1.0	1
156609874_(참고자료)석유산업과, 「석유 및 석유대체연료 사업법」 개정안 국회 통과.hwp	OK	2	975	0	0	0.0	0.838	2
156494929_220214_(보도자료)_주간입찰동향(용역).hwp	OK	4	1081	0	0	0.0	0.81	4
1490000-201200176_D0150010-2-000_연구과제선정결과보고서(적용제외-프리즘).hwp	OK	1	629	0	0	0.0	0.92	1
36369030_결재문서본문_국유재산 사용허가 관련 자료 보완 제출.hwpx	OK	1	203	0	0	0.0	0.9	1
2425429_[별지 15] 비밀 입·출력 작업대장(국가인권위원회 보안업무규정).hwp	OK	1	11	0	0	0.0	0.902	1
1051000-202100002_D0150018-1-000_정책연구_활용결과_보고서(20 조세연 운영성과 점검).hwp	OK	1	343	0	0	0.0	0.94	1
156735131_(251215)영문_보도자료-유엔환경총회，_글로벌_산불_대응_강화_결의안_채택.hwpx	OK	2	37	0	0	0.0	0.878	1
36494069_결재문서본문.hwpx	OK	2	215	0	0	0.0	0.9	2
1351000-201300057_D0150018-1-000_정책연구 활용결과 보고서.hwp	OK	1	222	0	0	0.0	0.9	1
1490000-201200012_D0150004-1-001_고용노동통계조직발전방안(최종).hwp	OK	200	86745	0	0	0.0	0.81	190
36375582_결재문서본문_정보공개 청구외 (종결) 통지서 (16893479).hwpx	OK	2	89	0	0	0.0	0.9	2
156623007_(국립종자원) 제10 000호 신품종은 배추 청복  보도자료(4.1. 조간).hwp	OK	3	576	0	0	0.0	0.92	1
20949187_별표 2-1(구경별 기본요금)(거제시 수도급수 조례).hwp	OK	1	20	0	0	0.0	1.0	1
156487416_12.20 고용노동부 2021년도 세무사 시험 관련 감사 실시(참고 직업능력평가.hwp	OK	1	338	0	0	0.0	0.84	1
1480000-202200274_D0150004-1-001_유해화학물질 비상대응지침 구축 보고서_221121.hwp	OK	433	59648	0	0	0.0	0.78	422
77408_(조문별 제개정 이유서) 개인정보 침해요인 개선을 위한 5개 법령 일부개정에 관한 교육부령(안).hwpx	OK	1	288	0	0	0.0	0.94	1
1370000-200700080_D0150015-1-001_점검-규제순응도.hwp	OK	2	197	0	0	0.0	0.913	1
1240000-201800001_D0150016-1-000_[통계청]국제질병사인분류(ICD-11) 한국 수정판 현장 적용 1차 연구 결과 검토결과 보완요청사항.hwp	OK	5	1873	0	0	0.0	0.777	5
21183111_[별표 2] 도로별 식재조성 기준(연천군 도시숲 및 가로수 조성ㆍ관리에 관한 조례).hwp	OK	1	153	0	0	0.0	1.0	1
36308499_결재문서본문.hwpx	OK	1	139	0	0	0.0	0.9	1
19813787_[별지 제2호서식] 겸직사실 없음 내역 확인서(청양군의회 의원 윤리강령 및 윤리실천규범 등에 관한 조례).hwp	OK	1	100	0	0	0.0	0.922	1
156066471_여름철 산사태방지대책 기자브리핑.hwp	OK	15	5020	0	0	0.0	0.765	4
36335633_결재문서본문.hwpx	OK	1	128	0	0	0.0	0.9	1
19072027_별지 제29호(광주광역시 광산구 공유재산 관리 조례 시행규칙).hwp	OK	5	3207	0	0	0.0	0.834	3
156618240_240304 새만금청 해빙기 대비 새만금 건설공사 현장점검 실시.hwp	OK	2	517	0	0	0.0	0.873	1
36451194_결재문서본문.hwpx	OK	1	158	0	0	0.0	0.72	1
14462967_[별지 제5호서식] 천안시 공동상표(하늘그린¸ 천안흥타령쌀) 사용허가 예비심사서(천안시 농특산물 공동상표 관리 조례 시행규칙).hwp	NOCMP							
36302122_결재문서본문.hwpx	OK	1	104	0	0	0.0	0.9	1
19947009_[별지 제4호서식] 관람권 검인신청서(양평군 생활문화센터 운영 조례 시행규칙).hwp	OK	1	123	0	0	0.0	1.0	1
56626_(법령안)교육공무원임용령 일부개정령(안).hwp	OK	9	1560	0	0	0.0	0.9	1
1710000-201600089_D0150003-1-001_부분공개보고서.hwp	OK	32	6233	0	0	0.0	0.97	12
5260989_[별지 제4호서식] 기관명(청양군 물품관리 조례 시행규칙).hwp	OK	1	27	0	0	0.0	1.0	1
20750695_별표 1 ~ 별표 15(완주군 폐기물관리에 관한 조례).hwp	OK	21	5008	0	0	0.0	0.76	3
19261369_[별지 제18호서식] 초과사례금 신고서(금산군 공무원 행동강령 규칙).hwp	OK	1	18	0	0	0.0	1.0	1
